asset_id_pk,asset_tag,asset_cat_name,model_name,manufacturer_name,serial_number,location_name,status,supplier_name,department_name,sub_location,condition_name,support,warranty_start_date,warranty_end_date,amc_start_date,amc_end_date,Host_Name,OS,Invoice_Number,Invoice_Date,PONumber,PODate,AssetLife,AssetCost,CurrentCost,user_email,CostCenter,SoldAmount,SoldUser,SoldVendor,EmployeeCode,EmployeeName,EmployeeDepartment
3795,REA\LOCON\00090,HP 240 G8,HP 240 G8,HP ,5CG1333R9B,Gurgaon,In-Store,Zest Systems Private Limited,Administration,Gurgaon - Sector 32,New,Out Of Support,24-05-2020 00:00:00,24-05-2020 00:00:00,,,N/A,N/A,ZSPL2223-089,24-05-2022 00:00:00,07-05-2022 00:00:00,07-05-2022 00:00:00,0,58800,,N/A,GGNADM01,0,N/A,N/A,N/A,N/A,N/A
3796,REA\LOCON\00091,HP 240 G8,HP 240 G8,HP ,5CG1333SGK,Gurgaon,In-Store,Zest Systems Private Limited,Administration,Gurgaon - Sector 32,New,Out Of Support,24-05-2020 00:00:00,24-05-2020 00:00:00,,,N/A,N/A,ZSPL2223-089,24-05-2022 00:00:00,07-05-2022 00:00:00,07-05-2022 00:00:00,0,58800,,N/A,GGNADM01,0,N/A,N/A,N/A,N/A,N/A
3797,REA\LOCON\00092,HP 240 G8,HP 240 G8,HP , 5CG1334084,Gurgaon,In-Store,Zest Systems Private Limited,Administration,Gurgaon - Sector 32,New,Out Of Support,24-05-2020 00:00:00,24-05-2020 00:00:00,,,N/A,N/A,ZSPL2223-089,24-05-2022 00:00:00,07-05-2022 00:00:00,07-05-2022 00:00:00,0,58800,,N/A,GGNADM01,0,N/A,N/A,N/A,N/A,N/A
3798,REA\LOCON\00093,HP 240 G8,HP 240 G8,HP , 5CG1333R8F,Gurgaon,In-Store,Zest Systems Private Limited,Administration,Gurgaon - Sector 32,New,Out Of Support,24-05-2020 00:00:00,24-05-2020 00:00:00,,,N/A,N/A,ZSPL2223-089,24-05-2022 00:00:00,07-05-2022 00:00:00,07-05-2022 00:00:00,0,58800,,N/A,GGNADM01,0,N/A,N/A,N/A,N/A,N/A
3799,REA\LOCON\00094,HP 240 G8,HP 240 G8,HP , 5CG1446GRF,Gurgaon,In-Store,Zest Systems Private Limited,Administration,Gurgaon - Sector 32,New,Out Of Support,24-05-2020 00:00:00,24-05-2020 00:00:00,,,N/A,N/A,ZSPL2223-089,24-05-2022 00:00:00,07-05-2022 00:00:00,07-05-2022 00:00:00,0,58800,,N/A,GGNADM01,0,N/A,N/A,N/A,N/A,N/A
3800,REA\LOCON\00095,HP 240 G8,HP 240 G8,HP , 5CG1447DJ0,Gurgaon,In-Store,Zest Systems Private Limited,Administration,Gurgaon - Sector 32,New,Out Of Support,24-05-2020 00:00:00,24-05-2020 00:00:00,,,N/A,N/A,ZSPL2223-089,24-05-2022 00:00:00,07-05-2022 00:00:00,07-05-2022 00:00:00,0,58800,,N/A,GGNADM01,0,N/A,N/A,N/A,N/A,N/A
3801,REA\LOCON\00096,HP 240 G8,HP 240 G8,HP , 5CG1446FQQ,Gurgaon,In-Store,Zest Systems Private Limited,Administration,Gurgaon - Sector 32,New,Out Of Support,24-05-2020 00:00:00,24-05-2020 00:00:00,,,N/A,N/A,ZSPL2223-089,24-05-2022 00:00:00,07-05-2022 00:00:00,07-05-2022 00:00:00,0,58800,,N/A,GGNADM01,0,N/A,N/A,N/A,N/A,N/A
3802,REA\LOCON\00097,HP 240 G8,HP 240 G8,HP , 5CG1446G7B,Gurgaon,In-Store,Zest Systems Private Limited,Administration,Gurgaon - Sector 32,New,Out Of Support,24-05-2020 00:00:00,24-05-2020 00:00:00,,,N/A,N/A,ZSPL2223-089,24-05-2022 00:00:00,07-05-2022 00:00:00,07-05-2022 00:00:00,0,58800,,N/A,GGNADM01,0,N/A,N/A,N/A,N/A,N/A
3803,REA\LOCON\00098,HP 240 G8,HP 240 G8,HP , 5CG1447D4X,Gurgaon,In-Store,Zest Systems Private Limited,Administration,Gurgaon - Sector 32,New,Out Of Support,24-05-2020 00:00:00,24-05-2020 00:00:00,,,N/A,N/A,ZSPL2223-089,24-05-2022 00:00:00,07-05-2022 00:00:00,07-05-2022 00:00:00,0,58800,,N/A,GGNADM01,0,N/A,N/A,N/A,N/A,N/A
3804,REA\LOCON\00099,HP 240 G8,HP 240 G8,HP , 5CG1447CTP,Gurgaon,In-Store,Zest Systems Private Limited,Administration,Gurgaon - Sector 32,New,Out Of Support,24-05-2020 00:00:00,24-05-2020 00:00:00,,,N/A,N/A,ZSPL2223-089,24-05-2022 00:00:00,07-05-2022 00:00:00,07-05-2022 00:00:00,0,58800,,N/A,GGNADM01,0,N/A,N/A,N/A,N/A,N/A
3805,REA\LOCON\00100,HP 240 G8,HP 240 G8,HP , 5CG1446G7S,Gurgaon,In-Store,Zest Systems Private Limited,Administration,Gurgaon - Sector 32,New,Out Of Support,24-05-2020 00:00:00,24-05-2020 00:00:00,,,N/A,N/A,ZSPL2223-089,24-05-2022 00:00:00,07-05-2022 00:00:00,07-05-2022 00:00:00,0,58800,,N/A,GGNADM01,0,N/A,N/A,N/A,N/A,N/A
3806,REA\LOCON\00101,HP 240 G8,HP 240 G8,HP , 5CG1447D1H,Gurgaon,In-Store,Zest Systems Private Limited,Administration,Gurgaon - Sector 32,New,Out Of Support,24-05-2020 00:00:00,24-05-2020 00:00:00,,,N/A,N/A,ZSPL2223-089,24-05-2022 00:00:00,07-05-2022 00:00:00,07-05-2022 00:00:00,0,58800,,N/A,GGNADM01,0,N/A,N/A,N/A,N/A,N/A
3807,REA\LOCON\00102,HP 240 G8,HP 240 G8,HP , 5CG1446FQ4,Gurgaon,In-Store,Zest Systems Private Limited,Administration,Gurgaon - Sector 32,New,Out Of Support,24-05-2020 00:00:00,24-05-2020 00:00:00,,,N/A,N/A,ZSPL2223-089,24-05-2022 00:00:00,07-05-2022 00:00:00,07-05-2022 00:00:00,0,58800,,N/A,GGNADM01,0,N/A,N/A,N/A,N/A,N/A
3808,REA\LOCON\00103,HP 240 G8,HP 240 G8,HP , 5CG1447D96,Gurgaon,In-Store,Zest Systems Private Limited,Administration,Gurgaon - Sector 32,New,Out Of Support,24-05-2020 00:00:00,24-05-2020 00:00:00,,,N/A,N/A,ZSPL2223-089,24-05-2022 00:00:00,07-05-2022 00:00:00,07-05-2022 00:00:00,0,58800,,N/A,GGNADM01,0,N/A,N/A,N/A,N/A,N/A
3809,REA\LOCON\00104,HP 240 G8,HP 240 G8,HP ,5CG1446J2H,Gurgaon,In-Store,Zest Systems Private Limited,Administration,Gurgaon - Sector 32,New,Out Of Support,24-05-2020 00:00:00,24-05-2020 00:00:00,,,N/A,N/A,ZSPL2223-089,24-05-2022 00:00:00,07-05-2022 00:00:00,07-05-2022 00:00:00,0,58800,,N/A,GGNADM01,0,N/A,N/A,N/A,N/A,N/A
3810,REA\LOCON\00105,HP 240 G8,HP 240 G8,HP , 5CG1447D5D,Gurgaon,In-Store,Zest Systems Private Limited,Administration,Gurgaon - Sector 32,New,Out Of Support,24-05-2020 00:00:00,24-05-2020 00:00:00,,,N/A,N/A,ZSPL2223-089,24-05-2022 00:00:00,07-05-2022 00:00:00,07-05-2022 00:00:00,0,58800,,N/A,GGNADM01,0,N/A,N/A,N/A,N/A,N/A
3811,REA\LOCON\00106,HP 240 G8,HP 240 G8,HP , 5CG1447D93,Gurgaon,In-Store,Zest Systems Private Limited,Administration,Gurgaon - Sector 32,New,Out Of Support,24-05-2020 00:00:00,24-05-2020 00:00:00,,,N/A,N/A,ZSPL2223-089,24-05-2022 00:00:00,07-05-2022 00:00:00,07-05-2022 00:00:00,0,58800,,N/A,GGNADM01,0,N/A,N/A,N/A,N/A,N/A
3812,REA\LOCON\00107,HP 240 G8,HP 240 G8,HP , 5CG1447D0Y,Gurgaon,In-Store,Zest Systems Private Limited,Administration,Gurgaon - Sector 32,New,Out Of Support,24-05-2020 00:00:00,24-05-2020 00:00:00,,,N/A,N/A,ZSPL2223-089,24-05-2022 00:00:00,07-05-2022 00:00:00,07-05-2022 00:00:00,0,58800,,N/A,GGNADM01,0,N/A,N/A,N/A,N/A,N/A
3813,REA\LOCON\00108,HP 240 G8,HP 240 G8,HP , 5CG1447D8Q,Gurgaon,In-Store,Zest Systems Private Limited,Administration,Gurgaon - Sector 32,New,Out Of Support,24-05-2020 00:00:00,24-05-2020 00:00:00,,,N/A,N/A,ZSPL2223-089,24-05-2022 00:00:00,07-05-2022 00:00:00,07-05-2022 00:00:00,0,58800,,N/A,GGNADM01,0,N/A,N/A,N/A,N/A,N/A
3814,REA\LOCON\00109,HP 240 G8,HP 240 G8,HP , 5CG1447CTQ,Gurgaon,In-Store,Zest Systems Private Limited,Administration,Gurgaon - Sector 32,New,Out Of Support,24-05-2020 00:00:00,24-05-2020 00:00:00,,,N/A,N/A,ZSPL2223-089,24-05-2022 00:00:00,07-05-2022 00:00:00,07-05-2022 00:00:00,0,58800,,N/A,GGNADM01,0,N/A,N/A,N/A,N/A,N/A
3815,REA\LOCON\00110,HP 240 G8,HP 240 G8,HP,3957-5932-1186-3350-5141-5176-66,Bangalore,In-Store,,Administration,Gurgaon - Sector 32,New,Out Of Support,24-05-2020 00:00:00,24-05-2020 00:00:00,,,VM19737,Microsoft Windows Server 2019 Standard,ZSPL2223-089,24-05-2022 00:00:00,07-05-2022 00:00:00,07-05-2022 00:00:00,0,58800,,N/A,GGNADM01,0,N/A,N/A,N/A,N/A,N/A
3816,REA\LOCON\00111,HP 240 G8,HP 240 G8,HP,2396-7300-4531-0477-6725-4874-21,Bangalore,Allocated,,Administration,Gurgaon - Sector 32,New,Out Of Support,24-05-2020 00:00:00,24-05-2020 00:00:00,,,SERVER13256,Microsoft Windows Server 2012 R2 Standard,ZSPL2223-089,24-05-2022 00:00:00,07-05-2022 00:00:00,07-05-2022 00:00:00,0,58800,,deepak@zservicedesk.com,GGNADM01,0,N/A,N/A,0909,ZSD User,Technology
3817,ABC\LAP\00001,Laptop,Macbook Air,Apple,FGHJK8765SDF6789,Chandigarh,Allocated,Octane IT Solutions Pvt Ltd,Business Analytics,Chandigarh - Zirakpur,New,Under Warranty,01-01-2020 00:00:00,31-12-2023 00:00:00,,,N/A,N/A,INV-00001,01-01-2020 00:00:00,01-01-2020 00:00:00,01-01-2020 00:00:00,3,50000,,deepak@zservicedesk.com,AHMBA03,0,N/A,N/A,0909,ZSD User,Technology
3818,ABC\LAP\00002,Laptop,Macbook Air,Apple,FGHJK8765SDF6790,Chandigarh,In-Store,Octane IT Solutions Pvt Ltd,Business Analytics,Chandigarh - Zirakpur,New,Under Warranty,01-01-2020 00:00:00,31-12-2023 00:00:00,,,N/A,N/A,INV-00002,01-01-2020 00:00:00,01-01-2020 00:00:00,01-01-2020 00:00:00,3,50000,,N/A,AHMBA03,0,N/A,N/A,N/A,N/A,N/A
3819,ABC\LAP\00003,Laptop,Macbook Air,Apple,FGHJK8765SDF6791,Chandigarh,In-Store,Octane IT Solutions Pvt Ltd,Business Analytics,Chandigarh - Zirakpur,New,Under Warranty,01-01-2020 00:00:00,31-12-2023 00:00:00,,,N/A,N/A,INV-00003,01-01-2020 00:00:00,01-01-2020 00:00:00,01-01-2020 00:00:00,3,50000,,N/A,AHMBA03,0,N/A,N/A,N/A,N/A,N/A
3820,ABC\LAP\00004,Laptop,Macbook Air,Apple,FGHJK8765SDF6792,Chandigarh,In-Store,Octane IT Solutions Pvt Ltd,Business Analytics,Chandigarh - Zirakpur,New,Under Warranty,01-01-2020 00:00:00,31-12-2023 00:00:00,,,N/A,N/A,INV-00004,01-01-2020 00:00:00,01-01-2020 00:00:00,01-01-2020 00:00:00,3,50000,,N/A,AHMBA03,0,N/A,N/A,N/A,N/A,N/A
3821,ABC\LAP\00005,Laptop,Macbook Air,Apple,FGHJK8765SDF6793,Chandigarh,In-Store,Octane IT Solutions Pvt Ltd,Business Analytics,Chandigarh - Zirakpur,New,Under Warranty,01-01-2020 00:00:00,31-12-2023 00:00:00,,,N/A,N/A,INV-00005,01-01-2020 00:00:00,01-01-2020 00:00:00,01-01-2020 00:00:00,3,50000,,N/A,AHMBA03,0,N/A,N/A,N/A,N/A,N/A
3822,ABC\LAP\00006,Laptop,Macbook Air,Apple,FGHJK8765SDF6794,Chandigarh,In-Store,Octane IT Solutions Pvt Ltd,Business Analytics,Chandigarh - Zirakpur,New,Under Warranty,01-01-2020 00:00:00,31-12-2023 00:00:00,,,N/A,N/A,INV-00006,01-01-2020 00:00:00,01-01-2020 00:00:00,01-01-2020 00:00:00,3,50000,,N/A,AHMBA03,0,N/A,N/A,N/A,N/A,N/A
3823,ABC\LAP\00007,Laptop,HP Pavilion Laptop 14-ec0007AX,HP,GHJKL876,Chandigarh,In-Store,Octane IT Solutions Pvt Ltd,Business Analytics,Chandigarh - Zirakpur,New,Under Warranty,01-01-2020 00:00:00,31-12-2023 00:00:00,,,N/A,N/A,INV-00007,01-01-2020 00:00:00,01-01-2020 00:00:00,01-01-2020 00:00:00,3,50000,,N/A,AHMBA03,0,N/A,N/A,N/A,N/A,N/A
3824,ABC\LAP\00008,Laptop,HP Pavilion Laptop 14-ec0007AX,HP,GHJKL877,Chandigarh,In-Store,Octane IT Solutions Pvt Ltd,Business Analytics,Chandigarh - Zirakpur,New,Under Warranty,01-01-2020 00:00:00,31-12-2023 00:00:00,,,N/A,N/A,INV-00008,01-01-2020 00:00:00,01-01-2020 00:00:00,01-01-2020 00:00:00,3,50000,,N/A,AHMBA03,0,N/A,N/A,N/A,N/A,N/A
3825,ABC\LAP\00009,Laptop,HP Pavilion Laptop 14-ec0007AX,HP,GHJKL878,Chandigarh,In-Store,Octane IT Solutions Pvt Ltd,Business Analytics,Chandigarh - Zirakpur,New,Under Warranty,01-01-2020 00:00:00,31-12-2023 00:00:00,,,N/A,N/A,INV-00009,01-01-2020 00:00:00,01-01-2020 00:00:00,01-01-2020 00:00:00,3,50000,,N/A,AHMBA03,0,N/A,N/A,N/A,N/A,N/A
3826,ABC\LAP\00010,Laptop,HP Pavilion Laptop 14-ec0007AX,HP,GHJKL879,Chandigarh,In-Store,Octane IT Solutions Pvt Ltd,Business Analytics,Chandigarh - Zirakpur,New,Under Warranty,01-01-2020 00:00:00,31-12-2023 00:00:00,,,N/A,N/A,INV-00010,01-01-2020 00:00:00,01-01-2020 00:00:00,01-01-2020 00:00:00,3,50000,,N/A,AHMBA03,0,N/A,N/A,N/A,N/A,N/A
3827,ABC\LAP\00011,Laptop,HP Pavilion Laptop 14-ec0007AX,HP,GHJKL880,Chandigarh,In-Store,Octane IT Solutions Pvt Ltd,Business Analytics,Chandigarh - Zirakpur,New,Under Warranty,01-01-2020 00:00:00,31-12-2023 00:00:00,,,N/A,N/A,INV-00011,01-01-2020 00:00:00,01-01-2020 00:00:00,01-01-2020 00:00:00,3,50000,,N/A,AHMBA03,0,N/A,N/A,N/A,N/A,N/A
3828,ABC\LAP\00012,Laptop,HP Pavilion Laptop 14-ec0007AX,HP,GHJKL881,Chandigarh,In-Store,Octane IT Solutions Pvt Ltd,Business Analytics,Chandigarh - Zirakpur,New,Under Warranty,01-01-2020 00:00:00,31-12-2023 00:00:00,,,N/A,N/A,INV-00012,01-01-2020 00:00:00,01-01-2020 00:00:00,01-01-2020 00:00:00,3,50000,,N/A,AHMBA03,0,N/A,N/A,N/A,N/A,N/A
3829,ABC\ASSET\00013,Desktop,HP 6300,HP,UI76DFG97,Noida,In-Store,Octane IT Solutions Pvt Ltd,Business Analytics,	Noida - A93,New,Under Warranty,01-01-2020 00:00:00,31-12-2023 00:00:00,,,N/A,N/A,INV-00013,01-01-2020 00:00:00,01-01-2020 00:00:00,01-01-2020 00:00:00,3,50000,,N/A,AHMBA03,0,N/A,N/A,N/A,N/A,N/A
3830,ABC\ASSET\00014,Desktop,HP 6300,HP,UI76DFG98,Noida,In-Store,Octane IT Solutions Pvt Ltd,Business Analytics,	Noida - A93,New,Under Warranty,01-01-2020 00:00:00,31-12-2023 00:00:00,,,N/A,N/A,INV-00014,01-01-2020 00:00:00,01-01-2020 00:00:00,01-01-2020 00:00:00,3,50000,,N/A,AHMBA03,0,N/A,N/A,N/A,N/A,N/A
3831,ABC\ASSET\00015,Desktop,HP 6300,HP,UI76DFG99,Noida,In-Store,Octane IT Solutions Pvt Ltd,Business Analytics,	Noida - A93,New,Under Warranty,01-01-2020 00:00:00,31-12-2023 00:00:00,,,N/A,N/A,INV-00015,01-01-2020 00:00:00,01-01-2020 00:00:00,01-01-2020 00:00:00,3,50000,,N/A,AHMBA03,0,N/A,N/A,N/A,N/A,N/A
3832,ABC\ASSET\00016,Desktop,HP 6300,HP,UI76DFG100,Noida,In-Store,Octane IT Solutions Pvt Ltd,Business Analytics,	Noida - A93,New,Under Warranty,01-01-2020 00:00:00,31-12-2023 00:00:00,,,N/A,N/A,INV-00016,01-01-2020 00:00:00,01-01-2020 00:00:00,01-01-2020 00:00:00,3,50000,,N/A,AHMBA03,0,N/A,N/A,N/A,N/A,N/A
3833,ABC\ASSET\00017,Desktop,HP 6300,HP,UI76DFG101,Noida,In-Store,Octane IT Solutions Pvt Ltd,Business Analytics,	Noida - A93,New,Under Warranty,01-01-2020 00:00:00,31-12-2023 00:00:00,,,N/A,N/A,INV-00017,01-01-2020 00:00:00,01-01-2020 00:00:00,01-01-2020 00:00:00,3,50000,,N/A,AHMBA03,0,N/A,N/A,N/A,N/A,N/A
3854,ABC\ASSET\00018,Printer,EPSON L850,EPSON,JHGF34567IJHG8,Lucknow,In-Store,Mapple Technologies,Business Intelligence,Lucknow - Gomti Nagar,New,Under Warranty,01-01-2020 00:00:00,31-12-2023 00:00:00,,,N/A,N/A,INV-00038,01-01-2020 00:00:00,01-01-2020 00:00:00,01-01-2020 00:00:00,5,50000,,N/A,AHMBA03,0,N/A,N/A,N/A,N/A,N/A
3855,ABC\ASSET\00019,Printer,EPSON L850,EPSON,JHGF34567IJHG9,Lucknow,In-Store,Mapple Technologies,Business Intelligence,Lucknow - Gomti Nagar,New,Under Warranty,01-01-2020 00:00:00,31-12-2023 00:00:00,,,N/A,N/A,INV-00039,01-01-2020 00:00:00,01-01-2020 00:00:00,01-01-2020 00:00:00,5,50000,,N/A,AHMBA03,0,N/A,N/A,N/A,N/A,N/A
3856,ABC\ASSET\00020,Printer,EPSON L850,EPSON,JHGF34567IJHG10,Lucknow,In-Store,Mapple Technologies,Business Intelligence,Lucknow - Gomti Nagar,New,Under Warranty,01-01-2020 00:00:00,31-12-2023 00:00:00,,,N/A,N/A,INV-00040,01-01-2020 00:00:00,01-01-2020 00:00:00,01-01-2020 00:00:00,5,50000,,N/A,AHMBA03,0,N/A,N/A,N/A,N/A,N/A
3857,ABC\ASSET\00021,Printer,EPSON L850,EPSON,JHGF34567IJHG11,Lucknow,In-Store,Mapple Technologies,Business Intelligence,Lucknow - Gomti Nagar,New,Under Warranty,01-01-2020 00:00:00,31-12-2023 00:00:00,,,N/A,N/A,INV-00041,01-01-2020 00:00:00,01-01-2020 00:00:00,01-01-2020 00:00:00,5,50000,,N/A,AHMBA03,0,N/A,N/A,N/A,N/A,N/A
3858,ABC\ASSET\00022,Printer,EPSON L850,EPSON,JHGF34567IJHG12,Hyderabad,In-Store,Mapple Technologies,Business Intelligence,Hyderabad - Kondapur,New,Under Warranty,01-01-2020 00:00:00,31-12-2023 00:00:00,,,N/A,N/A,INV-00042,01-01-2020 00:00:00,01-01-2020 00:00:00,01-01-2020 00:00:00,5,50000,,N/A,AHMBA03,0,N/A,N/A,N/A,N/A,N/A
3859,ABC\ASSET\00023,Printer,EPSON L850,EPSON,JHGF34567IJHG13,Hyderabad,In-Store,Mapple Technologies,Business Intelligence,Hyderabad - Kondapur,New,Under Warranty,01-01-2020 00:00:00,31-12-2023 00:00:00,,,N/A,N/A,INV-00043,01-01-2020 00:00:00,01-01-2020 00:00:00,01-01-2020 00:00:00,5,50000,,N/A,AHMBA03,0,N/A,N/A,N/A,N/A,N/A
3860,ABC\ASSET\00024,Printer,EPSON L850,EPSON,JHGF34567IJHG14,Hyderabad,In-Store,Mapple Technologies,Business Intelligence,Hyderabad - Kondapur,New,Under Warranty,01-01-2020 00:00:00,31-12-2023 00:00:00,,,N/A,N/A,INV-00044,01-01-2020 00:00:00,01-01-2020 00:00:00,01-01-2020 00:00:00,5,50000,,N/A,AHMBA03,0,N/A,N/A,N/A,N/A,N/A
3861,ABC\ASSET\00025,Printer,EPSON L850,EPSON,JHGF34567IJHG15,Hyderabad,In-Store,Mapple Technologies,Business Intelligence,Hyderabad - Kondapur,New,Under Warranty,01-01-2020 00:00:00,31-12-2023 00:00:00,,,N/A,N/A,INV-00045,01-01-2020 00:00:00,01-01-2020 00:00:00,01-01-2020 00:00:00,5,50000,,N/A,AHMBA03,0,N/A,N/A,N/A,N/A,N/A
3862,ABC\ASSET\00026,Printer,EPSON L850,EPSON,JHGF34567IJHG16,Hyderabad,In-Store,Mapple Technologies,Business Intelligence,Hyderabad - Kondapur,New,Under Warranty,01-01-2020 00:00:00,31-12-2023 00:00:00,,,N/A,N/A,INV-00046,01-01-2020 00:00:00,01-01-2020 00:00:00,01-01-2020 00:00:00,5,50000,,N/A,AHMBA03,0,N/A,N/A,N/A,N/A,N/A
3863,ABC\ASSET\00027,Printer,EPSON L850,EPSON,JHGF34567IJHG17,Hyderabad,In-Store,Mapple Technologies,Business Intelligence,Hyderabad - Kondapur,New,Under Warranty,01-01-2020 00:00:00,31-12-2023 00:00:00,,,N/A,N/A,INV-00047,01-01-2020 00:00:00,01-01-2020 00:00:00,01-01-2020 00:00:00,5,50000,,N/A,AHMBA03,0,N/A,N/A,N/A,N/A,N/A
3864,ABC\ASSET\00028,Printer,EPSON L850,EPSON,JHGF34567IJHG18,Hyderabad,In-Store,Mapple Technologies,Business Intelligence,Hyderabad - Kondapur,New,Under Warranty,01-01-2020 00:00:00,31-12-2023 00:00:00,,,N/A,N/A,INV-00048,01-01-2020 00:00:00,01-01-2020 00:00:00,01-01-2020 00:00:00,5,50000,,N/A,AHMBA03,0,N/A,N/A,N/A,N/A,N/A
3865,ABC\ASSET\00029,Printer,Canon S400,Canon,JH45HG45,Hyderabad,In-Store,Mapple Technologies,Business Intelligence,Hyderabad - Kondapur,New,Under Warranty,01-01-2020 00:00:00,31-12-2023 00:00:00,,,N/A,N/A,INV-00049,01-01-2020 00:00:00,01-01-2020 00:00:00,01-01-2020 00:00:00,5,50000,,N/A,AHMBA03,0,N/A,N/A,N/A,N/A,N/A
3866,ABC\ASSET\00030,Printer,Canon S400,Canon,JH45HG46,Hyderabad,In-Store,Mapple Technologies,Business Intelligence,Hyderabad - Kondapur,New,Under Warranty,01-01-2020 00:00:00,31-12-2023 00:00:00,,,N/A,N/A,INV-00050,01-01-2020 00:00:00,01-01-2020 00:00:00,01-01-2020 00:00:00,5,50000,,N/A,AHMBA03,0,N/A,N/A,N/A,N/A,N/A
